GAME ID;CATEGORY;PRICE;COMMENT;FINAL OPINION;HOURS SPENT;DATE OF THE COMMENT; HELPFUL; FUNNY;
2;Action; 162,00;10/10 would wait 15 years again.EDIT: Well, this is getting more eyes than expected and that sounded bad. In a nut-shell, I really love this game, here's my experience, spoiler free so far:The first 10 seconds were breathtaking, literally. I've been playing VR since 2018, a lot of games, and while the first moments of it were amazing, the feeling of presence went down a bit as I went along, playing more games. But this, this is something else. The attention to detail is amazing.Performance is fantastic, I don't really know how they manage to pull that quality and achieve steady 90 fps. That's a technical achievement for sure.As for world interaction / controls, they are the best they can possible be. I've played Boneworks and having physics everywhere is kinda interesting, but just as a concept. Going up a ladder in Boneworks or climbing was awful. The rest was good.HL:A merges the best of two worlds. There's physical interactions for moments where they are needed, but they won't get in your way at all. And I really love that, because is just a frigging game, not a simulation. For example, going up a ladder here, is simple. Opening a door too. It won't get smashed in your face, only features necessary collisions. Also I really love how they went all in and gave physic properties to some enemies. That increases immersion by tons!The hacking puzzles, I had my expectations low, but oh boy, I was really wrong. They are quite fun to do, they are challenging but not tiresome. They provide random patterns so the challenge always stay fresh.The sounds are amazing, I had to take my helmet because I thought a rat came into my room. Then I thought it was a faulty hard disk. Nope. It was the game. I believe the sound experiments they did with CS:GO carried over here and it really shows. Character voices were a bit loud tho.The Half-Life winks are amazing. And for someone who played them all, spent 10 years making a HL mod and basically kickstart a game dev career, it was tear inducing.My only complain is the ammo system. While I love the Tresspasser reference ("Two mags left!") I really wish I could store back some pistol ammo. I thought that was going to bit a bit more arcade-y, but it's okay, it really helps to build up some tension.I was going to try the game for a bit, ended up playing like 5 hours straight. Couldn't really put it down.The upgrade system is a nice addition. Also for the different enemy types. It's an evolved Half-Life in every way, and is what I expected and much much more.Now, I will get a bit sad for other companies, because they set the bar incredibly high.AAA VR games will be like this, or better, and can't say how really happy that makes me.Go and play it right now and be part of history as this is the VR break trough everybody expected.;1;49,5;24/03/2020;2321;372
2;Action; 162,00;Valve made me spend almost 400 dollars to play this game and the worst part is that its worth every penny;1;42,3;12/12/2023;595;75
2;Action; 162,00;Half life Alyx is the best reintroduction into the Half Life universe possible.  Even though Valve says this isn't HL3. this most certainly is.  I played with a Oculus CV1 comfortably. Even on low fidelity settings, the game looked beautiful. 13 years was definitely worth waiting for this masterpiece. Unfortunately, My Father, who introduced me to the half life series, passed in 2016 to brain cancer and never got to see such an amazing title and what the future of gaming will be.  I love you dad.;1;17,1;20/04/2020;808;33
2;Action; 162,00;Valve casually releases the best VR game and disappears again.;1;16,2;21/02/2024;426;60
2;Action; 162,00;I can barely form words after the ending of this game. I will never spoil it for people who have not gotten there yet, so I wont go further into it.This game is a literal masterpiece. From the visuals, to the music, to the story that leaves you questioning everything, Valve has managed to create a VR title set in the Half-Life universe, that rivals all other Half-Life titles. Valve, Half-Life and their other titles saved me from a very dark time 13 years ago. And every Valve title that comes out I give my full attention. This game brought back the feelings of mystery, wonder, and concern on how my favorite characters were going to end up. Even with the knowledge of future events, as this is a prequel, it left you on the edge of your seat the entire time. The story was brilliantly written, and no one could have for seen where it was going. A pivotal roll in Half-Life's overall story and a must play for any fan of the franchise. The graphics were absolutely stunning, and the Source Engine has been changed for the better. Comparing Source with Source 2 is like Source Gold with Source. Stunning difference! Physics are still wonky from time to time, but this made me appreciate it even more. Just like old times!Valve seems to already be on top of patches, so I'll leave the little bugs alone as they have been updating it pretty often over the last few days.I have some issues with how it functions for lower end headsets, like the Samsung Plus, as grenade throwing can be a bit wonky with the controllers going outside the camera's zone. But I don't really think this Valve related per-say, though the amount of times you need to USE grenades could be a bit lower. But all in all, for a lower end Windows headset like mine, I don't have many grips. Controls worked flawlessly and all responded correctly. I used continuous motion but I did find myself using the Teleport to get to places quicker. So a nice medium mix between the two was my sweet spot. Lots of options to mess around with, especially if you get motion sick.I must point out the VAST amount of options you have available. Valve thought of a lot of people with this title to appeal to as many as they could. From Colorblind options to Light Sensitivity for people who suffer from Epilepsy. You can even play with one hand. Teleport, Smooth Motion, and Hybrids are BOTH options. So people who like either one, or both, can use what they are comfortable with. Valve just added Smooth Turning and they also have snap turning if it makes you motion sick. Play around with it, you'll find your sweet spot.All in all, for any Half-Life and Valve fan, this is a MUST! If you don't have a VR to play it, go grab a cheaper one and experience it for yourself. You DON'T NEED an Index to play this game! If you're sure VR is not your thing, go watch a play through on YouTube and support Valve to keep encouraging them to make more games like Half-Life, Portal and Left 4 Dead. They seem to have their spark back, and by the gods the STILL have what it takes to make masterpiece games.This final message, though I know they will never see it, is a Thank you to Valve. Thank you for making this game. Thank you for taking me back to a time where I discovered this series. And thank you for continuing to influence my life with all the things you have done for us! Please keep making games, and Thank you so much!;1;46,2;25/03/2020;1441;24
2;Action; 162,00;This is the best vr game I know of. This is an actual game. This is what vr is supposed to be.;1;97,4;1/10/2020;605;11
2;Action; 162,00;About 3 hours in, I need to take a break. Here are my initial thoughts in easily-digestible point-by-point form:The game's tech outperformed even my pretty significant expectations. It's by far the best looking (and sounding) VR game I've played. Crucially, the image quality is fantastic, with absolutely no visible aliasing outside of very extreme cases of fine specular detail. And despite all that it maintains a pretty solid 144 (!!) FPS. Sure, I have a fast PC, but it's still a highly competent showing from the engine.The grabbity gloves are an absolutely amazing mechanic. The first 2 times I tried to use them it was a bit awkward, and my reaction was a slightly disappointed "hmm, that's it?". The third time it felt better. The fourth time it felt absolutely amazing. And from that point on I just grabbed and threw stuff around everywhere without even thinking about it. This is an extremely polished mechanism of interaction.The attention to detail is great. From startling the cat from the first balcony, over the extremely cool looking puzzles to the interactions with NPCs, to the major scenes, all of it looks like it had a lot of care put into it.Even Valve doesn't have access to magic. While the physics are better (more stable and more conducive to smooth gameplay) than anything else I've played, it's still not too hard to make things explode.Headcrabs. ♥♥♥♥ those.Overall, I can already confidently say that everyone who has access to a VR system should absolutely play this game.;1;4,6;23/03/2020;2007;73
3;Action; 4,49;The first Portal had genius, original gameplay mechanics, great story, great level progression, great voice acting, great characters, great engine and such a nice british humour it originated a ton of memes.If you didn't play, finish and love Portal 1, you are a bad person.This sequel brings all those qualities to a new level: _the story is deep_, lots of wow moments, graphics is beautiful, much more levels, environments and elements to solve the puzzles, the co-op multiplayer is so fun it's epic.In my heart and in my mind I have no doubt: _this is the best game ever made_.If you didn't play, finish and love Portal 2, you understand nothing about videogames.;1;6,5;11/06/2017;2977;93
3;Action; 4,49;I wish I could wipe my memory of this game just to experience it for the first time all over again.;1;23,8;21/12/2017;491;63
3;Action; 4,49;Step 1: Get gameStep 2: Play gameStep 3: Be smartStep 4: Beat gameStep 5: Tell friend to get gameStep 6: Play multiplayerStep 7: Scream at them for being stupidStep 8: Feel good about yourself;1;3,0;24/06/2023;625;231
3;Action; 4,49;Step 1: Get gameStep 2: Play gameStep 3: Be smartStep 4: Beat gameStep 5: Tell friend to get gameStep 6: Play multiplayerStep 7: Scream at them for being stupidStep 8: Feel good about yourself;1;24,2;9/11/2023;424;158
3;Action; 4,49;Portal 2 ❤ Audience :☐ Kids☑ Everyone☐ Casual players☐ Pro players☼ Graphics :☐ Potato☐ Really bad☐ Bad☐ OK☐ Good ☑ Beautiful (Someone can find it good, but i really like visual of portal :) )☐ Masterpiece€ Price / quality : ☑ Full price☐ Wait for sale☐ Average☐ Refund it if you can☐ Dont do it€ Requirments  :☐ 90' PC☑ Minimum ☐Medium ☐ Fast☐ High end ☐ NASA computer☼ Difficulty :☐ You just need 2 arms ☐ Ez☑ Average☐Easy to learn / Hard to master ☐ Hard ☐ Dark souls€ Game time☐ Really short ( 0 - 2 hours)☐ Short ( 2 - 8 hours)☑ Few hours ( 8 - 12 hours) (singleplayer only, coop is cca 4 - 6 hours long) (depends on how                        good you are)☐ Long ( 12+ hours)☐ Endless@ Story☐ It doesnt have☐ Still better than Twilight☐ Average☑ Good☐ Fantastic§ Bugs☐ Game itself is one big BUG☐ Bugs destroying the game☐ Lot of bugs☐ Few Bugs☑ You can use them for speedrun☐ NothingOthers:Multiplayer: Coop story mode with friendsSingleplayer: YesCommunity: Really good, lot of community maps on workshopConclusion: For me this is one of the best game i ever played. I recommend you firstly play Portal, than start Portal 2. This game is MASTERPIECEOverall: 10/10;1;41,6;23/12/2017;369;45
3;Action; 4,49;My son is on the ASD Spectrum and ever since he began playing this game it has truly opened his mind to thinking creatively whenever he is trying to solve a problem.  THANK YOU, Valve for helping my little boy!;1;989,9;23/08/2020;389;27
3;Action; 4,49;Step 1: Get gameStep 2: Play gameStep 3: Be smartStep 4: Beat gameStep 5: Tell friend to get gameStep 6: Play multiplayerStep 7: Scream at them for being stupidStep 8: Feel good about yourself;1;7,3;3/02/2024;399;172
3;Action; 4,49;Congratulations! The simple fact that you're standing here listening to me means you've made a glorious contribution to sciencePortal 2 is the one of the greatest games I’ve played and this is actually coming from a person who doesn’t even like platformers and puzzle games. Portal 2 is equivalent to T2: Judgement Day when it comes to rating sequels. I’ve refused to play it for a long time and finally decided to try this after listening to my friend and I regret not playing this masterpiece any sooner.Pros+The developers picked up the best parts original and expanded upon it in every way imaginable both in gameplay and plot. +Well written and memorable story and dialogues. Pacing is also well done. +Best voice acting in a puzzle game. I seriously can’t think of any game topping this. +Stephen Merchant and J.K Simmons did an absolutely terrific job. Ellen McLain’s performance as GladOS is so good that you’ll love to hate her character. So, then it’s a success I guess :D+Portal 2 has a humor like no other game. It’s funny, it’s dark but most importantly it’s original!+Gameplay is fun, addictive and educational. No matter how complicated the puzzles get, the solutions are always sensible. Difficulty is much balanced and forgiving compared to the original Portal which was a lot frustrating at times. +Performance is flawless. It was so smooth like as if Valve built Source just to make this game. +Excellent soundtrack and musical score by Mike Morasky and The National. +Two player co-op campaign is equally fun as single player mode. Very well-designed levels and actually requires co-operation and trust of your friend. +User created levels and mods are very impressive. Shout out to everyone who used the level editor to create amazing custom levels. It was fun playing. Check them out once you’re done with the main story. +Nice and clean graphics. Aged very well even though it’s almost a decade old game. Visually this perhaps the best-looking game from Valve imo. +Suitable for all ages, no matter whether you’re young or old, Portal 2 can be enjoyed by anyone who is familiar with playing video games with mouse and keyboard. There’s also a PS3 port available with PS Move support.+Credit to Valve for providing soundtrack for free.+Excellent port. Also supports Linux and Mac so no one is really missed. +Steam Cloud saving, Achievements, Steam Trading Cards, Official mod support. +One of the greatest video game endings. So many great and ambitious and big budget AAA games have fulfilling gameplay, story and quests but when it comes to endings a lot of them are either disappointing or don’t meet the level of expectations the credits start rolling in. Not Portal 2. It manages to be fun from start to finish line. Cons-First part of the story can be a little predictable if you’ve watched a lot of movies and TV.-Most assets seem like they’re copied straight from previous Valve’s works like the first Portal, Half Life 2 and its standalone episodes. -Honestly, I’ve tried hard to find and couldn’t. At this point I’m just nitpicking Valve.  The Bottom LinePortal 2 makes the original game feel like an experimental prototype. You might think it is overrated but there’s only one way to find out. Just get the game and first thing, play the game already! Portal 2 is one of the funniest, best written game of all time. Stephen Merchant as Wheatley and J.K Simmons as Cave Johnson. perfect casting. Valve never disappoints, (or at least never did a decade ago or so). Portal 2 made me like puzzle and platforming games and I’m thankful for that.The developers borrow some concepts from 2005 indie game Narbacular Drop. Valve was so impressed that they hired the guys behind it and asked them to make Portal. You can check that game out for free by visiting their website. Just search the name on Google or any other search engine that you prefer. Highly recommend it to……everyone. If you’ve read so far then you’re probably interested in the game so won’t hurt giving it a try. My Rating: 10/10  Thank You :D;1;31,4;28/06/2020;288;27
3;Action; 4,49;Great game, makes you feel somewhat smart;1;30,8;3/06/2017;2311;404
3;Action; 4,49;Step 1: Get gameStep 2: Play gameStep 3: Be smartStep 4: Beat gameStep 5: Tell friend to get gameStep 6: Play multiplayerStep 7: Scream at them for being stupidStep 8: Feel good about yourself;1;3,2;13/08/2021;378;194
4;Action; 179,99;As a historical novelist and former high school English teacher with over 700 books in my home devoted to ancient Greek literature, history and culture I had to try this game.I should mention that I am pushing 60 years old and although I like strategy games like Creative Assembly’s Rome II, I’m not a fan of ‘gopher’ games that make you run around collecting items, rescuing damsels in distress, delivering messages, and murdering politicians to level your character.  The whole premises seems rather tedious and unimaginative.  So right from the start I expected to hate Assassin’s Creed Odyssey.  Combine that with the fact that I’d never played an Assassin’s Creed game before, and I am not the most nimble finger clicker, I was prepared to spend a good portion of my playing time getting my head lopped off.  None of that happened.  Well, yeah, there is a pretty steep learning curve here.  I did spend a lot of my initial hours zigging when I should have been zagging, and with my opponent’s spear in my head, but I stuck with it and eventually even an old poop like me was able to figure out the mechanics.What kept me going was the sheer majesty of the game and the beauty of the surroundings.  I’ve been to Athens, Sparta, Argos, Mycenae, Delos, Aegina, Hydra, Crete, Melos (now Santorini), and dozens of other locales on the campaign map multiple times.  I’ve walked around the ruins at Delphi, strolled the docks of Piraeus and walked through valley of Laconia for research for my books.  I wanted to see these places at they might have looked 2,500 years ago and that for me is the true joy of Assassin’s Creed Odyssey.The team at Ubisoft deserves a lot of credit.  They did their homework.  Sure, you’d expect to see historical figures like Pericles, Socrates, Alcibiades and Archidamas in a game about the Peloponnesian War.  But that anyone outside of academia even knows who Brasidas, Aspasia, Herodotus and Pausanias were, is impressive.  Kudos to you.I’m probably an oddball gamer because I was not motivated by stabbing people in the back to gain levels and steal loot.  The entire idea of stabbing people in the back goes against the grain of the Greek ethos of ‘kleos’ or honor.  What kept me going was the desire to see more of the world that Ubisoft created.  I wanted to visit the Athenian Acropolis and see the Propylaea, Erechtheion and Parthenon as they were shiny and new, instead of in piles of rubble.  I wanted to gaze up at Phidias' statue of Zeus in Olympus (one of the wonders of the ancient Greek world that no longer exists), speak to the Pythia at the temple of Delphi, and see the five villages of Sparta as they might have looked.  Getting to walk the streets of Athens, Argos and Elis was like taking a trip back in time.  Magical.Okay, the game isn’t perfect.  The pronunciation of common names like Pericles and Socrates and the character’s accents were maddening.  I can only guess that Ubisoft believes we’ve Americanized the real pronunciations, or at least I hope that’s what they were thinking.  Ultimately it’s a minor annoyance.The hoplite battles were a major disappointment.  The Greeks fought in a phalanx formation.  Shoulder to shoulder.  Shield to shield.  The battles here are a 300 movie style free for all.  Oh well, guess you can’t have everything.  Also I could not fathom how Alexios and Kassandra could be descended from Leonidas, but have no connection to the Agiad royal family.  By rights they should have been Pausanias’ cousins, but they’re not.  I don’t know who they are. The whole Pythagoras-is-my-father thing is rather bizarre and makes no sense at all.  I won’t go off the charts here listing the historical inaccuracies that drove me batsh!t crazy, as it serves no purpose.  Suffice it to say that I enjoyed the game.  If you ever wanted to unravel the labyrinth of the minotaur beneath King Minos palace at Knossos, get drunk and sing songs with Socrates at an Athenian symposium, feel the Aegean Sea roll beneath your feet on the deck of a  trireme, or stare out in wonder at the lights twinkling over Attica at twilight, try this game.  You won’t be disappointed.;1;418,7;24/01/2019;2483;115
4;Action; 179,99;After my experience with AC: Origins, I was reluctant to buy this game. It looked almost the same as Origins to me, and as somebody who wasn't particularly fond of Origins, that wasn't a good sign. Nevertheless, I had quite a bit of money left in my Steam wallet so I decided to buy it.I can safely say that I don't regret my purchase. This game is remarkable and has been a massive surprise to me. It took everything that Origins had, made it better, and threw in some of its own stuff as well. It feels a lot more fleshed out than any of the previous games in the entire franchise. Graphics Unsurprisingly, the game world is beautifully designed. I loved Origins' game world, but I have to say that Odyssey's game world is a lot better. It is a lot more vibrant, and it is incredibly easy to get lost in it. There are plenty of things to do and plenty of places to explore.The map mostly consists of islands and has you sail from island to island with your own ship. The islands are placed in appropriate distances, making travel between them not too much of a hassle. The map is huge. I'm 76 hours in and I haven't fully discovered it all yet. The amount of detail they put into it is nothing short of incredible.The game's cinematography overall is a major improvement from Origins. Cutscenes are a lot more interesting to watch through and generally make the game more engaging. Animations, although not perfect, are still better from previous games, aside from a few over-exaggerated animations. My main issue in the graphical department is the poor rendering. Textures can sometimes fail to load in properly and the draw distance is far from impressive.  Story The story in Odyssey is surprisingly quite good for the most part. You have the choice of playing as Alexios or Kassandra. It doesn't really make too much of a difference which one you play, so for my playthrough I chose Kassandra. Either way, you play as a mercenary in ancient Greece during the Pelponesian War, a time of great struggle between the Athenians and the Spartans.The story starts off basic but it begins to escalate pretty quickly. The first chapter of the game is brilliantly concluded, and after that I found myself hooked. There are three story branches that the game has you follow. You acquire these new branches as you progress through the story. I'm not going to talk about these branches in this review because I honestly think you should discover what they are for yourselves when you play this. What they are, and the way they are revealed, are brilliant. The more you go through the game, the more content is available to you. It can get overwhelming sometimes.Mutliple choice dialogue is a brilliant addition to Assassin's Creed in my opinion and it makes you feel like you have way more of an impact on the story and the characters. It may not drastically change the course of the game, but the things you say do have consequences.Does the story retain this level of charm? No, not really. Once you reach the half way point of the game, it begins to fall a bit flat. It's not that it becomes bad, it's just not as good. The level of mystery begins to become a bit stale and the structure of the main quests begins to be a little repetitive. You find yourself having to do other needless things before being able to do the main quest, which can get annoying. As well as this. the ending to the main story branch is a bit weak, and honestly a bit cheesy. The outside Animus story returns, which was something that was incredibly forgetable in Origins. It's still not that great, but it's more interesting in Odyssey and the conclusion to it is excellent.Despite that, the story overall is good, and that goes for all three story branches. The writing in Odyssey is engaging and I find myself liking the missions and the characters, which is something that Origins struggled to do for me. Gameplay If you've played Origins, you will notice a lot of similarities when it comes to gameplay. The combat is very similar, and some of the other game mechanics that were in Origins are present in Odyssey as well. What makes them different in Odyssey, is that they've been drastically improved. The game has fully embraced its RPG side which means it isn't holding back on anything. You can play the game using guided mode, or exploration mode. Guided mode is essentially what Origins was with a compass and icons pointing to where you need to go. Exploration mode removes all of this and makes you figure out where you need to go with the tips you've been given from talking to people or finding notes or letters. This makes the game a lot more challenging and serves as a way more memorable experience to say the least.Just like Origins, the combat is really entertaining. You can fight using a variety of different weapons and the introduction of combat abilities makes these fights a lot more exhilarating. You gain a skill point each time you level up which can be used to invest in these abilities. Executions aren't as impressive in this game as they were in previous titles. Sometimes the animations don't exactly line up, resulting in the whole thing looking goofy. Assassination executions can sometimes screw you over and get you spotted by other enemies, which can get pretty annoying.Sea combat is a much more prominent feature in this game since a big portion of the map is ocean. Sea combat was something that I wasn't a fan of in previous games, but Odyssey has done it almost perfectly. It's simple, and it can be really exciting. Your ship can be upgraded using resources, and the more you upgrade, the better your ship can sustain itself. During your travels, you can recruit new people to join your ship. These people will give your ship bonuses and will assist you in boarding other ships.The game world is split into different regions. Each region is either controlled by the Athenians or the Spartans. One of Odyssey's new game mechanics is the implementation of conquest battles. To unlock a conquest battle, you need to weaken the hold of the controlling faction. Once a conquest battle is unlocked, you can begin a massive battle that will decide who controls the region. You have the ability to choose which side you want to be with. As well as this, Odyssey introduces bounty hunters. If you commit a crime and it has been witnessed, you risk placing a bounty on yourself. This will send a bounty hunter after you. They are smart and very powerful, and can show up when you least expect it.  Grind? I needed to include this as for me, this was a major issue in Origins, and almost made me give up on it. Throughout my playthrough, I rarely had the need to grind, and when I did, it was hardly any hassle for me at all, as the ways you can level up are plentiful and entertaining. The amount of XP you gain increases the more you level up, which is a brilliant way to tackle grind. If you don't rush, you shouldn't have an issue. Final Recommendation I'm running out of room to type things so I'll conclude it here. Overall, I'm really pleased with this game. I'm glad it didn't end up being an Origins 2.0. The writing is good and the characters are memorable. The game world is stunning and is filled with things to do. The only things that drag this game down for me are the poor rendering and the poor mid-late story pacing. If you're willing to pay the price tag, this is definitely a game you shouldn't miss. Pros-Stunning Game World-Interesting Story-Well thought-out RPG mechanics -Tons of things to do-Exhilarating CombatCons-Lame mid-late game pacing-Poor rendering-Executions aren't greatFinal Rating - 8.6/10If you liked this review, be sure to give it a like! I'm still learning. :)Also be sure to follow my curator page here- http://steamcommunity.com/groups/narukoopasreviews#curationThanks for Reading!;1;101,0;11/11/2018;709;11
